"Data_Status","State","MSN","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"2023F","OK","BQICP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","OK","BQTCB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","OK","BQTCP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","OK","BTCAS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 6.4"," 0"," 0"," 0"
"2023F","OK","BTGBP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 10"," 10"," 10"," 10"
"2023F","OK","BTVHN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," .6"," 1.1"," 3.7"," 3.3"," 3.2"," 6.9"," 13.7"," 21.8"
"2023F","OK","BTVHP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 4"," 7"," 8"," 10"," 23"," 38"
"2023F","OK","BXSUB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 2011"," 1929"," 2796"
"2023F","OK","BXSUP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 375"," 360"," 522"
"2023F","OK","BYICB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","OK","BYICP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","OK","BYTCB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","OK","BYTCP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","OK","CLACB"," 11"," 2"," 1"," 1"," 1"," 1"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 3"," 2"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","OK","CLACK"," 25.383"," 25.347"," 25.336"," 25.301"," 25.266"," 25.16"," 24.995"," 24.818"," 24.795"," 24.488"," 23.7"," 23.37"," 23.253"," 23.3"," 23.13"," 23.439"," 21.249"," 21.137"," 21.328"," 20.976"," 21.212"," 21.298"," 21.169"," 21.596"," 21.225"," 21.434"," 21.488"," 21.103"," 21.259"," 21.314"," 22.802"," 23.805"," 22.755"," 22.427"," 21.088"," 22.675"," 22.232"," 20.884"," 23.329"," 23.329"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","OK","CLACP"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","OK","CLCAS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 78.3"," 73.3"," 67.7"," 74.6"," 63.5"," 65"," 65.3"," 53.7"," 44.3"," 45.6"," 40.7"," 27.5"," 21"," 40"," 32.5"," 18.6"
"2023F","OK","CLCCB"," 479"," 307"," 328"," 250"," 192"," 177"," 203"," 153"," 88"," 48"," 57"," 35"," 35"," 43"," 59"," 44"," 51"," 106"," 66"," 308"," 552"," 75"," 291"," 38"," 99"," 54"," 66"," 39"," 137"," 9"," 2"," 21"," 20"," 8"," 22"," 248"," 23"," 4495"," 18"," 35"," 0"," 14"," 21"," 21"," 0"," 19"," 61"," 2"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","OK","CLCCP"," 21"," 14"," 14"," 11"," 8"," 8"," 9"," 7"," 4"," 2"," 3"," 2"," 2"," 2"," 3"," 2"," 2"," 5"," 3"," 12"," 24"," 3"," 13"," 2"," 5"," 2"," 3"," 2"," 6"," 0"," 0"," 1"," 1"," 0"," 1"," 10"," 1"," 259"," 1"," 2"," 0"," 1"," 1"," 1"," 0"," 1"," 3"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","OK","CLEIB"," 2"," 236"," 5"," 849"," 232"," 15"," 3"," 3"," 55"," 36"," 24"," 20"," 28"," 52"," 15"," 1"," 0"," 7352"," 35437"," 51795"," 100047"," 143236"," 189292"," 206611"," 215798"," 218842"," 201474"," 227669"," 257273"," 256186"," 266109"," 296622"," 311701"," 328960"," 317306"," 336611"," 356662"," 372025"," 353772"," 343782"," 366888"," 361643"," 376767"," 379431"," 356966"," 381975"," 369332"," 357793"," 377093"," 361213"," 333641"," 366516"," 315553"," 323738"," 322770"," 269221"," 210623"," 189466"," 164264"," 89027"," 66998"," 128136"," 102342"," 60461"
"2023F","OK","CLEIK"," 25.942"," 24.1"," 24.1"," 26.454"," 24.704"," 24"," 24"," 24"," 25.95"," 25.546"," 25.076"," 23"," 25.076"," 25.076"," 25.076"," 25.076"," 0"," 16.803"," 17.08"," 17.409"," 17.393"," 17.118"," 17.06"," 17.157"," 17.207"," 17.168"," 17.326"," 17.703"," 17.823"," 17.763"," 17.792"," 17.885"," 17.73"," 17.571"," 17.541"," 17.463"," 17.482"," 17.589"," 17.677"," 17.57"," 17.717"," 17.641"," 17.635"," 17.582"," 17.59"," 17.401"," 17.431"," 17.413"," 17.174"," 17.234"," 17.231"," 17.202"," 17.227"," 17.226"," 17.221"," 17.206"," 17.307"," 17.319"," 17.216"," 17.102"," 16.875"," 17.235"," 17.481"," 17.196"
"2023F","OK","CLEIP"," 0"," 10"," 0"," 32"," 9"," 1"," 0"," 0"," 2"," 1"," 1"," 1"," 1"," 2"," 1"," 0"," 0"," 438"," 2075"," 2975"," 5752"," 8368"," 11096"," 12042"," 12541"," 12747"," 11628"," 12861"," 14435"," 14423"," 14957"," 16585"," 17580"," 18722"," 18089"," 19276"," 20402"," 21151"," 20013"," 19567"," 20708"," 20500"," 21365"," 21580"," 20294"," 21952"," 21188"," 20547"," 21957"," 20959"," 19363"," 21307"," 18317"," 18794"," 18743"," 15647"," 12170"," 10940"," 9541"," 5206"," 3970"," 7435"," 5854"," 3516"
"2023F","OK","CLGBP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 5302"," 5330"," 5330"," 5307"," 5294"," 5305"," 5257"," 5327"," 4866"," 4335"," 4304"," 3246"," 3255"," 3247"," 3245"," 3273"
"2023F","OK","CLHCK"," 22.727"," 22.708"," 22.702"," 22.683"," 22.665"," 22.608"," 22.521"," 22.428"," 22.415"," 22.254"," 21.836"," 21.662"," 21.6"," 21.624"," 21.28"," 20.673"," 20.965"," 21.305"," 21.531"," 25.722"," 23.291"," 21.667"," 21.842"," 21.318"," 21.501"," 23.394"," 21.895"," 22.901"," 22.03"," 23.174"," 24.834"," 25.968"," 24.88"," 23.898"," 26.026"," 25.894"," 26.128"," 17.353"," 19.939"," 19.779"," 0"," 24.215"," 24.215"," 24.215"," 0"," 24.276"," 24.557"," 24.694"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","OK","CLICB"," 645"," 465"," 265"," 241"," 344"," 271"," 220"," 207"," 211"," 0"," 0"," 76"," 75"," 3961"," 4084"," 473"," 1469"," 4881"," 8196"," 8211"," 5600"," 14401"," 14169"," 12639"," 15002"," 18258"," 16386"," 12942"," 11969"," 14131"," 12695"," 16099"," 16611"," 26859"," 16113"," 32993"," 16405"," 15361"," 16272"," 16776"," 14201"," 14454"," 14588"," 14335"," 15127"," 15383"," 15018"," 15422"," 14595"," 12058"," 12406"," 11805"," 11536"," 12188"," 13311"," 11527"," 11220"," 8843"," 7016"," 4926"," 3716"," 3558"," 4513"," 3326"
"2023F","OK","CLICP"," 25"," 18"," 10"," 10"," 14"," 11"," 9"," 8"," 8"," 0"," 0"," 3"," 3"," 170"," 177"," 20"," 69"," 231"," 384"," 391"," 264"," 676"," 669"," 585"," 707"," 852"," 763"," 613"," 563"," 663"," 557"," 676"," 730"," 1198"," 764"," 1455"," 738"," 736"," 698"," 719"," 714"," 724"," 724"," 702"," 714"," 727"," 732"," 747"," 713"," 630"," 650"," 625"," 606"," 634"," 691"," 602"," 591"," 474"," 356"," 241"," 157"," 148"," 201"," 156"
"2023F","OK","CLKCB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","OK","CLKCK"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","OK","CLKCP"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","OK","CLOCB"," 645"," 465"," 265"," 241"," 344"," 271"," 220"," 207"," 211"," 0"," 0"," 76"," 75"," 3961"," 4084"," 473"," 1469"," 4881"," 8196"," 8211"," 5600"," 14401"," 14169"," 12639"," 15002"," 18258"," 16386"," 12942"," 11969"," 14131"," 12695"," 16099"," 16611"," 26859"," 16113"," 32993"," 16405"," 15361"," 16272"," 16776"," 14201"," 14454"," 14588"," 14335"," 15127"," 15383"," 15018"," 15422"," 14595"," 12058"," 12406"," 11805"," 11536"," 12188"," 13311"," 11527"," 11220"," 8843"," 7016"," 4926"," 3716"," 3558"," 4513"," 3326"
"2023F","OK","CLOCK"," 25.383"," 25.347"," 25.336"," 25.301"," 25.266"," 25.16"," 24.995"," 24.818"," 24.795"," 0"," 0"," 23.37"," 23.253"," 23.3"," 23.13"," 23.439"," 21.249"," 21.137"," 21.328"," 20.976"," 21.212"," 21.301"," 21.174"," 21.606"," 21.225"," 21.434"," 21.489"," 21.103"," 21.26"," 21.314"," 22.802"," 23.805"," 22.755"," 22.428"," 21.09"," 22.675"," 22.232"," 20.884"," 23.329"," 23.329"," 19.882"," 19.973"," 20.142"," 20.433"," 21.175"," 21.156"," 20.513"," 20.643"," 20.469"," 19.145"," 19.085"," 18.887"," 19.041"," 19.218"," 19.256"," 19.149"," 18.974"," 18.665"," 19.735"," 20.449"," 23.639"," 23.988"," 22.481"," 21.381"
"2023F","OK","CLOCP"," 25"," 18"," 10"," 10"," 14"," 11"," 9"," 8"," 8"," 0"," 0"," 3"," 3"," 170"," 177"," 20"," 69"," 231"," 384"," 391"," 264"," 676"," 669"," 585"," 707"," 852"," 763"," 613"," 563"," 663"," 557"," 676"," 730"," 1198"," 764"," 1455"," 738"," 736"," 698"," 719"," 714"," 724"," 724"," 702"," 714"," 727"," 732"," 747"," 713"," 630"," 650"," 625"," 606"," 634"," 691"," 602"," 591"," 474"," 356"," 241"," 157"," 148"," 201"," 156"
"2023F","OK","CLRCB"," 689"," 442"," 473"," 345"," 266"," 234"," 269"," 203"," 112"," 61"," 73"," 34"," 27"," 26"," 28"," 19"," 21"," 41"," 20"," 77"," 147"," 16"," 60"," 7"," 23"," 15"," 20"," 12"," 39"," 2"," 0"," 5"," 4"," 2"," 4"," 37"," 3"," 556"," 2"," 5"," 0"," 2"," 3"," 3"," 0"," 2"," 6"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","OK","CLRCP"," 30"," 19"," 21"," 15"," 12"," 10"," 12"," 9"," 5"," 3"," 3"," 2"," 1"," 1"," 1"," 1"," 1"," 2"," 1"," 3"," 6"," 1"," 3"," 0"," 1"," 1"," 1"," 1"," 2"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 32"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","OK","CLTCB"," 1826"," 1452"," 1072"," 1685"," 1035"," 697"," 695"," 567"," 465"," 144"," 154"," 164"," 165"," 4085"," 4187"," 537"," 1541"," 12381"," 43718"," 60391"," 106346"," 157728"," 203812"," 219296"," 230922"," 237168"," 217945"," 240662"," 269419"," 270329"," 278807"," 312747"," 328337"," 355829"," 333445"," 369889"," 373093"," 392437"," 370064"," 360598"," 381089"," 376112"," 391379"," 393790"," 372093"," 397379"," 384418"," 373217"," 391688"," 373271"," 346047"," 378320"," 327089"," 335925"," 336080"," 280748"," 221842"," 198309"," 171280"," 93953"," 70714"," 131695"," 106855"," 63787"
"2023F","OK","CLTCP"," 77"," 61"," 46"," 68"," 43"," 30"," 30"," 24"," 20"," 6"," 7"," 7"," 7"," 175"," 181"," 23"," 73"," 675"," 2463"," 3382"," 6046"," 9048"," 11781"," 12629"," 13254"," 13602"," 12395"," 13476"," 15006"," 15086"," 15514"," 17263"," 18311"," 19920"," 18854"," 20742"," 21141"," 22178"," 20711"," 20288"," 21422"," 21224"," 22090"," 22283"," 21008"," 22680"," 21923"," 21295"," 22670"," 21589"," 20013"," 21932"," 18923"," 19428"," 19434"," 16249"," 12761"," 11413"," 9897"," 5446"," 4127"," 7583"," 6055"," 3671"
"2023F","OK","CLTXB"," 1824"," 1216"," 1067"," 836"," 803"," 682"," 693"," 564"," 411"," 108"," 130"," 144"," 137"," 4033"," 4172"," 536"," 1541"," 5029"," 8281"," 8595"," 6299"," 14492"," 14520"," 12684"," 15124"," 18326"," 16471"," 12993"," 12146"," 14143"," 12698"," 16125"," 16636"," 26869"," 16139"," 33278"," 16431"," 20412"," 16292"," 16816"," 14201"," 14470"," 14613"," 14359"," 15127"," 15404"," 15086"," 15424"," 14595"," 12058"," 12406"," 11805"," 11536"," 12188"," 13311"," 11527"," 11220"," 8843"," 7016"," 4926"," 3716"," 3558"," 4513"," 3326"
"2023F","OK","CLTXP"," 77"," 51"," 46"," 36"," 34"," 29"," 30"," 24"," 17"," 5"," 6"," 6"," 6"," 173"," 181"," 23"," 73"," 238"," 388"," 406"," 294"," 680"," 685"," 587"," 712"," 855"," 766"," 616"," 571"," 663"," 557"," 677"," 731"," 1198"," 765"," 1466"," 739"," 1027"," 699"," 721"," 714"," 724"," 725"," 703"," 714"," 728"," 735"," 747"," 713"," 630"," 650"," 625"," 606"," 634"," 691"," 602"," 591"," 474"," 356"," 241"," 157"," 148"," 201"," 156"
"2023F","OK","COICB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","OK","COICP"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","OK","CYCAS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 40.7"," 45.3"," 41"," 38.8"," 45.4"," 37.2"," 36"," 51.6"," 51.3"," 44.4"," 56.2"," 57.6"," 56.5"," 42.4"," 35.7"," 54.7"
"2023F","OK","DAACB"," 7716"," 7768"," 8803"," 12525"," 13488"," 9213"," 10467"," 11722"," 16638"," 16513"," 19521"," 16153"," 21665"," 23849"," 24939"," 28014"," 33044"," 36172"," 39292"," 47465"," 46775"," 56961"," 56302"," 58216"," 59466"," 61812"," 57319"," 61874"," 64336"," 63584"," 65396"," 60421"," 66325"," 73031"," 74823"," 78576"," 93525"," 98152"," 102838"," 109641"," 143068"," 178069"," 156668"," 154881"," 109301"," 141357"," 161425"," 168324"," 175307"," 153419"," 155703"," 158850"," 147009"," 140119"," 150836"," 151165"," 145679"," 156202"," 153558"," 147951"," 139629"," 144438"," 146984"," 144267"
"2023F","OK","DAACP"," 1325"," 1334"," 1511"," 2150"," 2315"," 1582"," 1797"," 2012"," 2856"," 2835"," 3351"," 2773"," 3719"," 4094"," 4281"," 4809"," 5673"," 6210"," 6745"," 8149"," 8030"," 9779"," 9666"," 9994"," 10209"," 10611"," 9840"," 10622"," 11045"," 10916"," 11227"," 10373"," 11386"," 12537"," 12856"," 13501"," 16070"," 16865"," 17673"," 18842"," 24586"," 30601"," 26923"," 26617"," 18787"," 24296"," 27818"," 29102"," 30330"," 26560"," 26963"," 27539"," 25497"," 24327"," 26185"," 26241"," 25316"," 27142"," 26669"," 25690"," 24256"," 25079"," 25517"," 25062"
"2023F","OK","DACCB"," 420"," 699"," 569"," 529"," 360"," 396"," 525"," 580"," 710"," 701"," 552"," 968"," 2099"," 2409"," 2413"," 2363"," 3186"," 2851"," 3460"," 1220"," 1838"," 3051"," 912"," 3479"," 4273"," 4262"," 1727"," 2616"," 3829"," 4328"," 3646"," 2819"," 2163"," 1895"," 1393"," 1571"," 2228"," 3296"," 3602"," 2108"," 1411"," 3914"," 2035"," 569"," 1707"," 1464"," 1693"," 2735"," 3546"," 4285"," 3758"," 3094"," 3965"," 3394"," 3699"," 4829"," 5478"," 5928"," 3209"," 4760"," 4555"," 3952"," 4091"," 3824"
"2023F","OK","DACCP"," 72"," 120"," 98"," 91"," 62"," 68"," 90"," 100"," 122"," 120"," 95"," 166"," 360"," 414"," 414"," 406"," 547"," 489"," 594"," 209"," 315"," 524"," 157"," 597"," 734"," 732"," 296"," 449"," 657"," 743"," 626"," 484"," 371"," 325"," 239"," 270"," 383"," 566"," 619"," 362"," 242"," 673"," 350"," 98"," 293"," 252"," 292"," 473"," 614"," 742"," 651"," 536"," 688"," 588"," 641"," 836"," 949"," 1027"," 556"," 825"," 789"," 685"," 709"," 663"
"2023F","OK","DAEIB"," 154"," 125"," 165"," 297"," 227"," 131"," 127"," 113"," 161"," 128"," 300"," 262"," 309"," 288"," 230"," 323"," 299"," 418"," 491"," 350"," 345"," 218"," 329"," 289"," 340"," 457"," 673"," 391"," 325"," 306"," 164"," 152"," 104"," 121"," 109"," 99"," 488"," 119"," 105"," 141"," 451"," 1493"," 105"," 891"," 183"," 131"," 268"," 339"," 133"," 135"," 139"," 175"," 121"," 105"," 126"," 98"," 178"," 158"," 179"," 188"," 291"," 382"," 307"," 216"
"2023F","OK","DAEIP"," 26"," 21"," 28"," 51"," 39"," 22"," 22"," 19"," 28"," 22"," 51"," 45"," 53"," 49"," 40"," 55"," 51"," 72"," 84"," 60"," 59"," 37"," 56"," 50"," 58"," 79"," 116"," 67"," 56"," 52"," 28"," 26"," 18"," 21"," 19"," 17"," 84"," 20"," 18"," 24"," 77"," 257"," 18"," 153"," 31"," 23"," 46"," 59"," 23"," 23"," 24"," 30"," 21"," 18"," 22"," 17"," 31"," 27"," 31"," 33"," 51"," 66"," 53"," 38"
"2023F","OK","DAICB"," 6950"," 9731"," 9277"," 8286"," 5275"," 7005"," 9435"," 10216"," 12546"," 11326"," 12139"," 14492"," 22141"," 25525"," 23892"," 24269"," 32437"," 35999"," 41195"," 35742"," 21582"," 29428"," 26984"," 34211"," 42020"," 42029"," 21339"," 18785"," 19404"," 18854"," 20921"," 18597"," 24276"," 18322"," 18464"," 16721"," 19719"," 20152"," 19372"," 16996"," 19441"," 21931"," 20129"," 21928"," 21206"," 20064"," 22036"," 23786"," 23989"," 12194"," 15053"," 14704"," 25874"," 26142"," 33116"," 21854"," 23306"," 38016"," 34707"," 26135"," 13864"," 28607"," 28918"," 28225"
"2023F","OK","DAICP"," 1193"," 1671"," 1593"," 1423"," 906"," 1203"," 1620"," 1754"," 2154"," 1944"," 2084"," 2488"," 3801"," 4382"," 4102"," 4166"," 5569"," 6180"," 7072"," 6136"," 3705"," 5052"," 4632"," 5873"," 7214"," 7215"," 3663"," 3225"," 3331"," 3237"," 3592"," 3193"," 4167"," 3145"," 3172"," 2873"," 3388"," 3462"," 3329"," 2921"," 3341"," 3769"," 3459"," 3768"," 3645"," 3449"," 3797"," 4112"," 4150"," 2111"," 2607"," 2548"," 4487"," 4536"," 5746"," 3793"," 4048"," 6603"," 6027"," 4538"," 2409"," 4963"," 5016"," 4897"
"2023F","OK","DARCB"," 12"," 20"," 17"," 15"," 10"," 12"," 15"," 17"," 21"," 20"," 16"," 28"," 61"," 70"," 70"," 69"," 93"," 83"," 101"," 36"," 88"," 558"," 6"," 438"," 537"," 498"," 183"," 64"," 171"," 3"," 1"," 0"," 11"," 1"," 1"," 63"," 135"," 21"," 7"," 12"," 14"," 15"," 11"," 6"," 5"," 6"," 6"," 174"," 6"," 17"," 15"," 74"," 42"," 37"," 21"," 6"," 24"," 9"," 12"," 16"," 271"," 24"," 25"," 24"
"2023F","OK","DARCP"," 2"," 3"," 3"," 3"," 2"," 2"," 3"," 3"," 4"," 4"," 3"," 5"," 10"," 12"," 12"," 12"," 16"," 14"," 17"," 6"," 15"," 96"," 1"," 75"," 92"," 86"," 31"," 11"," 29"," 0"," 0"," 0"," 2"," 0"," 0"," 11"," 23"," 4"," 1"," 2"," 2"," 3"," 2"," 1"," 1"," 1"," 1"," 30"," 1"," 3"," 3"," 13"," 7"," 6"," 4"," 1"," 4"," 2"," 2"," 3"," 47"," 4"," 4"," 4"
"2023F","OK","DATCB"," 15251"," 18344"," 18831"," 21653"," 19360"," 16757"," 20569"," 22648"," 30077"," 28689"," 32528"," 31904"," 46276"," 52140"," 51544"," 55038"," 69059"," 75524"," 84539"," 84813"," 70627"," 90215"," 84533"," 96633"," 106638"," 109059"," 81241"," 83731"," 88065"," 87073"," 90128"," 81988"," 92878"," 93369"," 94790"," 97031"," 116096"," 121740"," 125923"," 128898"," 164384"," 205421"," 178949"," 178275"," 132401"," 163021"," 185428"," 195359"," 202982"," 170049"," 174668"," 176897"," 177010"," 169797"," 187798"," 177951"," 174664"," 200313"," 191665"," 179049"," 158609"," 177403"," 180325"," 176555"
"2023F","OK","DATCP"," 2618"," 3149"," 3233"," 3717"," 3324"," 2877"," 3531"," 3888"," 5163"," 4925"," 5584"," 5477"," 7944"," 8951"," 8849"," 9449"," 11856"," 12965"," 14513"," 14560"," 12125"," 15488"," 14512"," 16589"," 18307"," 18723"," 13947"," 14374"," 15118"," 14948"," 15473"," 14075"," 15945"," 16029"," 16287"," 16672"," 19948"," 20917"," 21640"," 22151"," 28249"," 35302"," 30752"," 30637"," 22757"," 28020"," 31954"," 33776"," 35118"," 29439"," 30247"," 30667"," 30699"," 29475"," 32598"," 30888"," 30348"," 34802"," 33285"," 31089"," 27551"," 30797"," 31300"," 30663"
"2023F","OK","DFACB"," 7716"," 7768"," 8803"," 12525"," 13488"," 9213"," 10467"," 11722"," 16638"," 16513"," 19521"," 16153"," 21665"," 23849"," 24939"," 28014"," 33044"," 36172"," 39292"," 47465"," 46775"," 56961"," 56302"," 58216"," 59466"," 61812"," 57319"," 61874"," 64336"," 63584"," 65396"," 60421"," 66325"," 73031"," 74823"," 78576"," 93525"," 98152"," 102838"," 109641"," 143068"," 178069"," 156668"," 154881"," 109301"," 141357"," 161425"," 168324"," 175307"," 153419"," 155703"," 158850"," 147009"," 140119"," 150836"," 151165"," 145679"," 156202"," 153558"," 147951"," 139629"," 142427"," 145054"," 141471"
"2023F","OK","DFACP"," 1325"," 1334"," 1511"," 2150"," 2315"," 1582"," 1797"," 2012"," 2856"," 2835"," 3351"," 2773"," 3719"," 4094"," 4281"," 4809"," 5673"," 6210"," 6745"," 8149"," 8030"," 9779"," 9666"," 9994"," 10209"," 10611"," 9840"," 10622"," 11045"," 10916"," 11227"," 10373"," 11386"," 12537"," 12856"," 13501"," 16070"," 16865"," 17673"," 18842"," 24586"," 30601"," 26923"," 26617"," 18787"," 24296"," 27818"," 29102"," 30330"," 26560"," 26963"," 27539"," 25497"," 24327"," 26185"," 26241"," 25316"," 27142"," 26669"," 25690"," 24256"," 24704"," 25157"," 24540"
